VACLS,RXNORM,NAME,TTY
BL110,854248,1 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,SCD
BL110,854253,1 ML enoxaparin sodium 150 MG/ML Prefilled Syringe [Lovenox],SBD
BL110,854252,1 ML enoxaparin sodium 150 MG/ML Prefilled Syringe,SCD
BL110,854256,enoxaparin sodium 100 MG/ML Injectable Solution [Lovenox],SBD
BL110,362788,enoxaparin Injectable Solution [Lovenox],SBDF
BL110,854255,enoxaparin sodium 100 MG/ML Injectable Solution,SCD
BL110,372012,enoxaparin Injectable Solution,SCDF
BL110,11289,warfarin,IN
BL110,114194,warfarin sodium,PIN
BL110,855290,warfarin sodium 1 MG Oral Tablet [Coumadin],SBD
BL110,855292,warfarin sodium 1 MG Oral Tablet [Jantoven],SBD
BL110,855289,warfarin sodium 1 MG [Coumadin],SBDC
BL110,855291,warfarin sodium 1 MG [Jantoven],SBDC
BL110,368417,warfarin Oral Tablet [Coumadin],SBDF
BL110,406078,warfarin Oral Tablet [Jantoven],SBDF
BL110,1167808,Jantoven Oral Product,SBDG
BL110,1167809,Jantoven Pill,SBDG
BL110,1171655,Coumadin Oral Product,SBDG
BL110,1171656,Coumadin Pill,SBDG
BL110,855288,warfarin sodium 1 MG Oral Tablet,SCD
BL110,855287,warfarin sodium 1 MG,SCDC
BL110,374319,warfarin Oral Tablet,SCDF
BL110,1161790,warfarin Oral Product,SCDG
BL110,1161791,warfarin Pill,SCDG
BL110,855298,warfarin sodium 10 MG Oral Tablet [Coumadin],SBD
BL110,855300,warfarin sodium 10 MG Oral Tablet [Jantoven],SBD
BL110,855297,warfarin sodium 10 MG [Coumadin],SBDC
BL110,855299,warfarin sodium 10 MG [Jantoven],SBDC
BL110,855296,warfarin sodium 10 MG Oral Tablet,SCD
BL110,855295,warfarin sodium 10 MG,SCDC
BL110,855304,warfarin sodium 2 MG Oral Tablet [Coumadin],SBD
BL110,855306,warfarin sodium 2 MG Oral Tablet [Jantoven],SBD
BL110,855303,warfarin sodium 2 MG [Coumadin],SBDC
BL110,855305,warfarin sodium 2 MG [Jantoven],SBDC
BL110,855302,warfarin sodium 2 MG Oral Tablet,SCD
BL110,855301,warfarin sodium 2 MG,SCDC
BL110,855314,warfarin sodium 2.5 MG Oral Tablet [Coumadin],SBD
BL110,855316,warfarin sodium 2.5 MG Oral Tablet [Jantoven],SBD
BL110,855313,warfarin sodium 2.5 MG [Coumadin],SBDC
BL110,855315,warfarin sodium 2.5 MG [Jantoven],SBDC
BL110,855312,warfarin sodium 2.5 MG Oral Tablet,SCD
BL110,855311,warfarin sodium 2.5 MG,SCDC
BL110,855320,warfarin sodium 3 MG Oral Tablet [Coumadin],SBD
BL110,855322,warfarin sodium 3 MG Oral Tablet [Jantoven],SBD
BL110,855319,warfarin sodium 3 MG [Coumadin],SBDC
BL110,855321,warfarin sodium 3 MG [Jantoven],SBDC
BL110,855318,warfarin sodium 3 MG Oral Tablet,SCD
BL110,855317,warfarin sodium 3 MG,SCDC
BL110,855326,warfarin sodium 4 MG Oral Tablet [Coumadin],SBD
BL110,855328,warfarin sodium 4 MG Oral Tablet [Jantoven],SBD
BL110,855325,warfarin sodium 4 MG [Coumadin],SBDC
BL110,855327,warfarin sodium 4 MG [Jantoven],SBDC
BL110,855324,warfarin sodium 4 MG Oral Tablet,SCD
BL110,855323,warfarin sodium 4 MG,SCDC
BL110,855334,warfarin sodium 5 MG Oral Tablet [Coumadin],SBD
BL110,855336,warfarin sodium 5 MG Oral Tablet [Jantoven],SBD
BL110,855333,warfarin sodium 5 MG [Coumadin],SBDC
BL110,855335,warfarin sodium 5 MG [Jantoven],SBDC
BL110,855332,warfarin sodium 5 MG Oral Tablet,SCD
BL110,855331,warfarin sodium 5 MG,SCDC
BL110,855340,warfarin sodium 6 MG Oral Tablet [Coumadin],SBD
BL110,855342,warfarin sodium 6 MG Oral Tablet [Jantoven],SBD
BL110,855339,warfarin sodium 6 MG [Coumadin],SBDC
BL110,855341,warfarin sodium 6 MG [Jantoven],SBDC
BL110,855338,warfarin sodium 6 MG Oral Tablet,SCD
BL110,855337,warfarin sodium 6 MG,SCDC
BL110,855346,warfarin sodium 7.5 MG Oral Tablet [Coumadin],SBD
BL110,855348,warfarin sodium 7.5 MG Oral Tablet [Jantoven],SBD
BL110,855345,warfarin sodium 7.5 MG [Coumadin],SBDC
BL110,855347,warfarin sodium 7.5 MG [Jantoven],SBDC
BL110,855344,warfarin sodium 7.5 MG Oral Tablet,SCD
BL110,855343,warfarin sodium 7.5 MG,SCDC
BL110,321208,fondaparinux,IN
BL110,322154,fondaparinux sodium,PIN
BL110,861358,0.8 ML fondaparinux sodium 12.5 MG/ML Prefilled Syringe [Arixtra],SBD
BL110,861357,fondaparinux sodium 12.5 MG/ML [Arixtra],SBDC
BL110,727561,fondaparinux Prefilled Syringe [Arixtra],SBDF
BL110,1170763,Arixtra Injectable Product,SBDG
BL110,861356,0.8 ML fondaparinux sodium 12.5 MG/ML Prefilled Syringe,SCD
BL110,545075,fondaparinux sodium 12.5 MG/ML,SCDC
BL110,727559,fondaparinux Prefilled Syringe,SCDF
BL110,1165637,fondaparinux Injectable Product,SCDG
BL110,861362,0.5 ML fondaparinux sodium 5 MG/ML Prefilled Syringe [Arixtra],SBD
BL110,861361,fondaparinux sodium 5 MG/ML [Arixtra],SBDC
BL110,861360,0.5 ML fondaparinux sodium 5 MG/ML Prefilled Syringe,SCD
BL110,861359,fondaparinux sodium 5 MG/ML,SCDC
BL110,861364,0.4 ML fondaparinux sodium 12.5 MG/ML Prefilled Syringe [Arixtra],SBD
BL110,861363,0.4 ML fondaparinux sodium 12.5 MG/ML Prefilled Syringe,SCD
BL110,861366,0.6 ML fondaparinux sodium 12.5 MG/ML Prefilled Syringe [Arixtra],SBD
BL110,861365,0.6 ML fondaparinux sodium 12.5 MG/ML Prefilled Syringe,SCD
BL110,978727,0.2 ML dalteparin sodium 12500 UNT/ML Prefilled Syringe [Fragmin],SBD
BL110,978726,dalteparin sodium 12500 UNT/ML [Fragmin],SBDC
BL110,753110,dalteparin Prefilled Syringe [Fragmin],SBDF
BL110,978725,0.2 ML dalteparin sodium 12500 UNT/ML Prefilled Syringe,SCD
BL110,978724,dalteparin sodium 12500 UNT/ML,SCDC
BL110,727382,dalteparin Prefilled Syringe,SCDF
BL110,978735,0.2 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe [Fragmin],SBD
BL110,978734,dalteparin sodium 25000 UNT/ML [Fragmin],SBDC
BL110,978733,0.2 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe,SCD
BL110,978732,dalteparin sodium 25000 UNT/ML,SCDC
BL110,978737,0.3 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe [Fragmin],SBD
BL110,978736,0.3 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe,SCD
BL110,978741,0.5 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe [Fragmin],SBD
BL110,978740,0.5 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe,SCD
BL110,978745,0.6 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe [Fragmin],SBD
BL110,978744,0.6 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe,SCD
BL110,978747,0.72 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe [Fragmin],SBD
BL110,978746,0.72 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe,SCD
BL110,978757,1 ML dalteparin sodium 10000 UNT/ML Prefilled Syringe [Fragmin],SBD
BL110,978756,dalteparin sodium 10000 UNT/ML [Fragmin],SBDC
BL110,978755,1 ML dalteparin sodium 10000 UNT/ML Prefilled Syringe,SCD
BL110,978754,dalteparin sodium 10000 UNT/ML,SCDC
BL110,978778,dalteparin sodium 25000 UNT/ML Injectable Solution [Fragmin],SBD
BL110,363135,dalteparin Injectable Solution [Fragmin],SBDF
BL110,978777,dalteparin sodium 25000 UNT/ML Injectable Solution,SCD
BL110,371679,dalteparin Injectable Solution,SCDF
HS500,6809,metformin,IN
HS500,857974,saxagliptin,IN
HS500,1043562,metformin / saxagliptin,MIN
HS500,235743,metformin hydrochloride,PIN
HS500,1043567,24 HR metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze],SBD
HS500,1043565,metformin hydrochloride 1000 MG / saxagliptin 2.5 MG [Kombiglyze],SBDC
HS500,1043566,metformin / saxagliptin Extended Release Oral Tablet [Kombiglyze],SBDF
HS500,1172860,Kombiglyze Pill,SBDG
HS500,1172861,Kombiglyze Oral Product,SBDG
HS500,1043563,24 HR metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet,SCD
HS500,858041,saxagliptin 2.5 MG,SCDC
HS500,860995,metformin hydrochloride 1000 MG,SCDC
HS500,1043561,metformin / saxagliptin Extended Release Oral Tablet,SCDF
HS500,1161605,metformin / saxagliptin Oral Product,SCDG
HS500,1161606,metformin / saxagliptin Pill,SCDG
HS500,1043574,24 HR metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],SBD
HS500,1043572,metformin hydrochloride 1000 MG / saxagliptin 5 MG [Kombiglyze],SBDC
HS500,1043570,24 HR metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet,SCD
HS500,858034,saxagliptin 5 MG,SCDC
HS500,1043582,24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],SBD
HS500,1043580,metformin hydrochloride 500 MG / saxagliptin 5 MG [Kombiglyze],SBDC
HS500,1043578,24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet,SCD
HS500,860974,metformin hydrochloride 500 MG,SCDC
HS500,4850,glucose,IN
HS500,1052683,glucose 166.7 MG/ML Oral Solution,SCD
HS500,1052682,glucose 166.7 MG/ML,SCDC
HS500,239166,glucose Oral Solution,SCDF
HS500,1165822,glucose Oral Liquid Product,SCDG
HS500,1165823,glucose Oral Product,SCDG
HS500,1605101,insulin isophane,IN
HS500,253182,"insulin, regular, human",IN
HS500,1008501,"insulin isophane / insulin, regular, human",MIN
HS500,253181,"insulin isophane, human",PIN
HS500,106892,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Humulin]",SBD
HS500,573330,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML [Humulin]",SBDC
HS500,365679,"insulin isophane / insulin, regular, human Injectable Suspension [Humulin]",SBDF
HS500,1171997,Humulin Injectable Product,SBDG
HS500,311048,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension",SCD
HS500,343079,"insulin isophane, human 70 UNT/ML",SCDC
HS500,343083,"insulin, regular, human 30 UNT/ML",SCDC
HS500,378857,"insulin isophane / insulin, regular, human Injectable Suspension",SCDF
HS500,1653899,"insulin isophane / insulin, regular, human Injectable Product",SCDG
HS500,1100699,linagliptin,IN
HS500,1100706,linagliptin 5 MG Oral Tablet [Tradjenta],SBD
HS500,1100704,linagliptin 5 MG [Tradjenta],SBDC
HS500,1100705,linagliptin Oral Tablet [Tradjenta],SBDF
HS500,1179163,Tradjenta Oral Product,SBDG
HS500,1179164,Tradjenta Pill,SBDG
HS500,1100702,linagliptin 5 MG Oral Tablet,SCD
HS500,1100700,linagliptin 5 MG,SCDC
HS500,1100701,linagliptin Oral Tablet,SCDF
HS500,1164670,linagliptin Oral Product,SCDG
HS500,1164671,linagliptin Pill,SCDG
HS500,1243019,linagliptin / metformin,MIN
HS500,1243026,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Jentadueto],SBD
HS500,1243022,linagliptin 2.5 MG / metformin hydrochloride 1000 MG [Jentadueto],SBDC
HS500,1243037,linagliptin / metformin Oral Tablet [Jentadueto],SBDF
HS500,1243038,Jentadueto Oral Product,SBDG
HS500,1243039,Jentadueto Pill,SBDG
HS500,1243020,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
HS500,1243015,linagliptin 2.5 MG,SCDC
HS500,1243018,linagliptin / metformin Oral Tablet,SCDF
HS500,1243016,linagliptin / metformin Oral Product,SCDG
HS500,1243017,linagliptin / metformin Pill,SCDG
HS500,1243033,linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Jentadueto],SBD
HS500,1243029,linagliptin 2.5 MG / metformin hydrochloride 500 MG [Jentadueto],SBDC
HS500,1243027,linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
HS500,1243040,linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet [Jentadueto],SBD
HS500,1243036,linagliptin 2.5 MG / metformin hydrochloride 850 MG [Jentadueto],SBDC
HS500,1243034,linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet,SCD
HS500,861009,metformin hydrochloride 850 MG,SCDC
HS500,593411,sitagliptin,IN
HS500,729717,metformin / sitagliptin,MIN
HS500,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet [Janumet],SBD
HS500,1243829,metformin hydrochloride 1000 MG / sitagliptin 100 MG [Janumet],SBDC
HS500,1243839,metformin / sitagliptin Extended Release Oral Tablet [Janumet],SBDF
HS500,1167810,Janumet Oral Product,SBDG
HS500,1167811,Janumet Pill,SBDG
HS500,1243827,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet,SCD
HS500,665031,sitagliptin 100 MG,SCDC
HS500,1243826,metformin / sitagliptin Extended Release Oral Tablet,SCDF
HS500,1161607,metformin / sitagliptin Oral Product,SCDG
HS500,1161608,metformin / sitagliptin Pill,SCDG
HS500,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet],SBD
HS500,861770,metformin hydrochloride 1000 MG / sitagliptin 50 MG [Janumet],SBDC
HS500,1243842,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet,SCD
HS500,665041,sitagliptin 50 MG,SCDC
HS500,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet],SBD
HS500,861820,metformin hydrochloride 500 MG / sitagliptin 50 MG [Janumet],SBDC
HS500,1243846,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet,SCD
HS500,1368001,alogliptin,IN
HS500,1368012,alogliptin 25 MG Oral Tablet [Nesina],SBD
HS500,1368008,alogliptin 25 MG [Nesina],SBDC
HS500,1368009,alogliptin Oral Tablet [Nesina],SBDF
HS500,1368010,Nesina Oral Product,SBDG
HS500,1368011,Nesina Pill,SBDG
HS500,1368006,alogliptin 25 MG Oral Tablet,SCD
HS500,1368002,alogliptin 25 MG,SCDC
HS500,1368005,alogliptin Oral Tablet,SCDF
HS500,1368003,alogliptin Oral Product,SCDG
HS500,1368004,alogliptin Pill,SCDG
HS500,1368020,alogliptin 6.25 MG Oral Tablet [Nesina],SBD
HS500,1368019,alogliptin 6.25 MG [Nesina],SBDC
HS500,1368018,alogliptin 6.25 MG Oral Tablet,SCD
HS500,1368017,alogliptin 6.25 MG,SCDC
HS500,1368036,alogliptin 12.5 MG Oral Tablet [Nesina],SBD
HS500,1368035,alogliptin 12.5 MG [Nesina],SBDC
HS500,1368034,alogliptin 12.5 MG Oral Tablet,SCD
HS500,1368033,alogliptin 12.5 MG,SCDC
HS500,1368384,alogliptin / metformin,MIN
HS500,1368391,alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Kazano],SBD
HS500,1368387,alogliptin 12.5 MG / metformin hydrochloride 1000 MG [Kazano],SBDC
HS500,1368395,alogliptin / metformin Oral Tablet [Kazano],SBDF
HS500,1368396,Kazano Oral Product,SBDG
HS500,1368397,Kazano Pill,SBDG
HS500,1368385,alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
HS500,1368383,alogliptin / metformin Oral Tablet,SCDF
HS500,1368381,alogliptin / metformin Oral Product,SCDG
HS500,1368382,alogliptin / metformin Pill,SCDG
HS500,1368398,alogliptin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet [Kazano],SBD
HS500,1368394,alogliptin 12.5 MG / metformin hydrochloride 500 MG [Kazano],SBDC
HS500,1368392,alogliptin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
HS500,33738,pioglitazone,IN
HS500,1368402,alogliptin / pioglitazone,MIN
HS500,1368416,alogliptin 12.5 MG / pioglitazone 30 MG Oral Tablet [Oseni],SBD
HS500,1368412,alogliptin 12.5 MG / pioglitazone 30 MG [Oseni],SBDC
HS500,1368434,alogliptin / pioglitazone Oral Tablet [Oseni],SBDF
HS500,1368435,Oseni Oral Product,SBDG
HS500,1368436,Oseni Pill,SBDG
HS500,1368410,alogliptin 12.5 MG / pioglitazone 30 MG Oral Tablet,SCD
HS500,331478,pioglitazone 30 MG,SCDC
HS500,1368401,alogliptin / pioglitazone Oral Tablet,SCDF
HS500,1368399,alogliptin / pioglitazone Oral Product,SCDG
HS500,1368400,alogliptin / pioglitazone Pill,SCDG
HS500,1368430,alogliptin 25 MG / pioglitazone 15 MG Oral Tablet [Oseni],SBD
HS500,1368426,alogliptin 25 MG / pioglitazone 15 MG [Oseni],SBDC
HS500,1368424,alogliptin 25 MG / pioglitazone 15 MG Oral Tablet,SCD
HS500,332435,pioglitazone 15 MG,SCDC
HS500,1368437,alogliptin 25 MG / pioglitazone 30 MG Oral Tablet [Oseni],SBD
HS500,1368433,alogliptin 25 MG / pioglitazone 30 MG [Oseni],SBDC
HS500,1368431,alogliptin 25 MG / pioglitazone 30 MG Oral Tablet,SCD
HS500,1368444,alogliptin 25 MG / pioglitazone 45 MG Oral Tablet [Oseni],SBD
HS500,1368440,alogliptin 25 MG / pioglitazone 45 MG [Oseni],SBDC
HS500,1368438,alogliptin 25 MG / pioglitazone 45 MG Oral Tablet,SCD
HS500,332436,pioglitazone 45 MG,SCDC
HS500,1373458,canagliflozin,IN
HS500,1373469,canagliflozin 100 MG Oral Tablet [Invokana],SBD
HS500,1373465,canagliflozin 100 MG [Invokana],SBDC
HS500,1373466,canagliflozin Oral Tablet [Invokana],SBDF
HS500,1373467,Invokana Oral Product,SBDG
HS500,1373468,Invokana Pill,SBDG
HS500,1373463,canagliflozin 100 MG Oral Tablet,SCD
HS500,1373459,canagliflozin 100 MG,SCDC
HS500,1373462,canagliflozin Oral Tablet,SCDF
HS500,1373460,canagliflozin Oral Product,SCDG
HS500,1373461,canagliflozin Pill,SCDG
HS500,1373473,canagliflozin 300 MG Oral Tablet [Invokana],SBD
HS500,1373472,canagliflozin 300 MG [Invokana],SBDC
HS500,1373471,canagliflozin 300 MG Oral Tablet,SCD
HS500,1373470,canagliflozin 300 MG,SCDC
HS500,2418,cholecalciferol,IN
HS500,1375959,cholecalciferol / glucose,MIN
HS500,1423393,cholecalciferol 6.67 UNT/ML / glucose 250 MG/ML Oral Solution [ReliOn Glucose],SBD
HS500,1423389,cholecalciferol 6.67 UNT/ML / glucose 250 MG/ML [ReliOn Glucose],SBDC
HS500,1423390,cholecalciferol / glucose Oral Solution [ReliOn Glucose],SBDF
HS500,1423391,ReliOn Glucose Oral Liquid Product,SBDG
HS500,1423392,ReliOn Glucose Oral Product,SBDG
HS500,1375960,cholecalciferol 6.67 UNT/ML / glucose 250 MG/ML Oral Solution,SCD
HS500,1375955,cholecalciferol 6.67 UNT/ML,SCDC
HS500,317349,glucose 250 MG/ML,SCDC
HS500,1375958,cholecalciferol / glucose Oral Solution,SCDF
HS500,1375956,cholecalciferol / glucose Oral Liquid Product,SCDG
HS500,1375957,cholecalciferol / glucose Oral Product,SCDG
HS500,1488564,dapagliflozin,IN
HS500,1486977,dapagliflozin 10 MG Oral Tablet [Farxiga],SBD
HS500,1534397,dapagliflozin 10 MG [Farxiga],SBDC
HS500,1534343,dapagliflozin Oral Tablet [Farxiga],SBDF
HS500,1486975,Farxiga Oral Product,SBDG
HS500,1486976,Farxiga Pill,SBDG
HS500,1488569,dapagliflozin 10 MG Oral Tablet,SCD
HS500,1488565,dapagliflozin 10 MG,SCDC
HS500,1488568,dapagliflozin Oral Tablet,SCDF
HS500,1488566,dapagliflozin Oral Product,SCDG
HS500,1488567,dapagliflozin Pill,SCDG
HS500,1486981,dapagliflozin 5 MG Oral Tablet [Farxiga],SBD
HS500,1534344,dapagliflozin 5 MG [Farxiga],SBDC
HS500,1488574,dapagliflozin 5 MG Oral Tablet,SCD
HS500,1488573,dapagliflozin 5 MG,SCDC
HS500,1543207,"insulin, regular, human 4 UNT Inhalation Powder [Afrezza]",SBD
HS500,1650260,"insulin, regular, human 4 UNT [Afrezza]",SBDC
HS500,2108527,"insulin, regular, human Inhalation Powder [Afrezza]",SBDF
HS500,1543206,Afrezza Inhalant Product,SBDG
HS500,1543202,"insulin, regular, human 4 UNT Inhalation Powder",SCD
HS500,1650256,"insulin, regular, human 4 UNT",SCDC
HS500,2108525,"insulin, regular, human Inhalation Powder",SCDF
HS500,1543200,"insulin, regular, human Inhalant Product",SCDG
HS500,1544490,"insulin, regular, human 8 UNT Inhalation Powder [Afrezza]",SBD
HS500,1650264,"insulin, regular, human 8 UNT [Afrezza]",SBDC
HS500,1544488,"insulin, regular, human 8 UNT Inhalation Powder",SCD
HS500,1650262,"insulin, regular, human 8 UNT",SCDC
HS500,1545149,canagliflozin / metformin,MIN
HS500,1545156,canagliflozin 150 MG / metformin hydrochloride 1000 MG Oral Tablet [Invokamet],SBD
HS500,1545152,canagliflozin 150 MG / metformin hydrochloride 1000 MG [Invokamet],SBDC
HS500,1545153,canagliflozin / metformin Oral Tablet [Invokamet],SBDF
HS500,1545154,Invokamet Oral Product,SBDG
HS500,1545155,Invokamet Pill,SBDG
HS500,1545150,canagliflozin 150 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
HS500,1545145,canagliflozin 150 MG,SCDC
HS500,1545148,canagliflozin / metformin Oral Tablet,SCDF
HS500,1545146,canagliflozin / metformin Oral Product,SCDG
HS500,1545147,canagliflozin / metformin Pill,SCDG
HS500,1545159,canagliflozin 150 MG / metformin hydrochloride 500 MG Oral Tablet [Invokamet],SBD
HS500,1545158,canagliflozin 150 MG / metformin hydrochloride 500 MG [Invokamet],SBDC
HS500,1545157,canagliflozin 150 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
HS500,1545163,canagliflozin 50 MG / metformin hydrochloride 1000 MG Oral Tablet [Invokamet],SBD
HS500,1545162,canagliflozin 50 MG / metformin hydrochloride 1000 MG [Invokamet],SBDC
HS500,1545161,canagliflozin 50 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
HS500,1545160,canagliflozin 50 MG,SCDC
HS500,1545166,canagliflozin 50 MG / metformin hydrochloride 500 MG Oral Tablet [Invokamet],SBD
HS500,1545165,canagliflozin 50 MG / metformin hydrochloride 500 MG [Invokamet],SBDC
HS500,1545164,canagliflozin 50 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
HS500,1545653,empagliflozin,IN
HS500,1545664,empagliflozin 10 MG Oral Tablet [Jardiance],SBD
HS500,1545660,empagliflozin 10 MG [Jardiance],SBDC
HS500,1545661,empagliflozin Oral Tablet [Jardiance],SBDF
HS500,1545662,Jardiance Oral Product,SBDG
HS500,1545663,Jardiance Pill,SBDG
HS500,1545658,empagliflozin 10 MG Oral Tablet,SCD
HS500,1545654,empagliflozin 10 MG,SCDC
HS500,1545657,empagliflozin Oral Tablet,SCDF
HS500,1545655,empagliflozin Oral Product,SCDG
HS500,1545656,empagliflozin Pill,SCDG
HS500,1545668,empagliflozin 25 MG Oral Tablet [Jardiance],SBD
HS500,1545667,empagliflozin 25 MG [Jardiance],SBDC
HS500,1545666,empagliflozin 25 MG Oral Tablet,SCD
HS500,1545665,empagliflozin 25 MG,SCDC
HS500,1551291,dulaglutide,IN
HS500,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD
HS500,1551297,dulaglutide 1.5 MG/ML [Trulicity],SBDC
HS500,1649586,dulaglutide Auto-Injector [Trulicity],SBDF
HS500,1551299,Trulicity Injectable Product,SBDG
HS500,1551295,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,SCD
HS500,1551292,dulaglutide 1.5 MG/ML,SCDC
HS500,1649584,dulaglutide Auto-Injector,SCDF
HS500,1551293,dulaglutide Injectable Product,SCDG
HS500,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD
HS500,1551305,dulaglutide 3 MG/ML [Trulicity],SBDC
HS500,1551304,0.5 ML dulaglutide 3 MG/ML Auto-Injector,SCD
HS500,1551303,dulaglutide 3 MG/ML,SCDC
HS500,1486436,dapagliflozin / metformin,MIN
HS500,1593775,24 HR dapagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Xigduo],SBD
HS500,1592722,dapagliflozin 10 MG / metformin hydrochloride 1000 MG [Xigduo],SBDC
HS500,1593774,dapagliflozin / metformin Extended Release Oral Tablet [Xigduo],SBDF
HS500,1592716,Xigduo Oral Product,SBDG
HS500,1592717,Xigduo Pill,SBDG
HS500,1593058,24 HR dapagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
HS500,1593057,dapagliflozin / metformin Extended Release Oral Tablet,SCDF
HS500,1592709,dapagliflozin / metformin Oral Product,SCDG
HS500,1592710,dapagliflozin / metformin Pill,SCDG
HS500,1593835,24 HR dapagliflozin 10 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet [Xigduo],SBD
HS500,1593826,dapagliflozin 10 MG / metformin hydrochloride 500 MG [Xigduo],SBDC
HS500,1593068,24 HR dapagliflozin 10 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,SCD
HS500,1593833,24 HR dapagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Xigduo],SBD
HS500,1593828,dapagliflozin 5 MG / metformin hydrochloride 1000 MG [Xigduo],SBDC
HS500,1593070,24 HR dapagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
HS500,1593831,24 HR dapagliflozin 5 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet [Xigduo],SBD
HS500,1593830,dapagliflozin 5 MG / metformin hydrochloride 500 MG [Xigduo],SBDC
HS500,1593072,24 HR dapagliflozin 5 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,SCD
HS500,475968,liraglutide,IN
HS500,1598268,3 ML liraglutide 6 MG/ML Pen Injector [Saxenda],SBD
HS500,1598265,liraglutide 6 MG/ML [Saxenda],SBDC
HS500,1653600,liraglutide Pen Injector [Saxenda],SBDF
HS500,1598267,Saxenda Injectable Product,SBDG
HS500,897122,3 ML liraglutide 6 MG/ML Pen Injector,SCD
HS500,897120,liraglutide 6 MG/ML,SCDC
HS500,1653594,liraglutide Pen Injector,SCDF
HS500,1163230,liraglutide Injectable Product,SCDG
HS500,1598322,glucose 0.774 MG/MG Oral Gel [Insta-Glucose],SBD
HS500,1598321,glucose 0.774 MG/MG [Insta-Glucose],SBDC
HS500,367164,glucose Oral Gel [Insta-Glucose],SBDF
HS500,1173421,Insta-Glucose Oral Product,SBDG
HS500,1296512,Insta-Glucose Oral Gel Product,SBDG
HS500,1598320,glucose 0.774 MG/MG Oral Gel,SCD
HS500,1598319,glucose 0.774 MG/MG,SCDC
HS500,377980,glucose Oral Gel,SCDF
HS500,1294948,glucose Oral Gel Product,SCDG
HS500,1598392,empagliflozin / linagliptin,MIN
HS500,1602115,empagliflozin 10 MG / linagliptin 5 MG Oral Tablet [Glyxambi],SBD
HS500,1602111,empagliflozin 10 MG / linagliptin 5 MG [Glyxambi],SBDC
